Complaint number,Complaint filed against,Complaint filed by,Reason complaint filed,Confirmed complaint,How resolved,Received date,Closed date,Complaint type,Coverage type,Coverage level,Others involved,Respondent ID,Respondent Role,Respondent type,Complainant type,Keywords
144121,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling,No,Question of Fact,8/4/2016,12/14/2016,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Associated Subject Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
144139,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Consumer Withdraw,8/16/2016,12/28/2016,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; UNCOOPERATIVE INSURED
144234,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Contract Language/Legal Issue; Additional Payment Expected,8/11/2016,2/22/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Associated Agent,1510,Ins Co - Licensed/Receivership,Organization,INDV,ADJUSTER'S HANDLING
144244,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Information Furnished,8/12/2016,9/20/2016,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
144257,State Farm Mutual Automobile Insurance Company,Insured,Denial Of Claim; Unsatisfactory Settle/Offer,No,Question of Fact,8/1/2016,12/13/2016,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE
144262,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Denial Of Claim,No,Question of Fact,8/16/2016,12/29/2016,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; UNDERWRITING CRITERIA
144273,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Question of Fact,8/1/2016,12/7/2016,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,APPRAISAL; DIMINISHED VALUE
144275,State Farm Lloyds,Insured,Denial Of Claim,No,Contract Language/Legal Issue,8/3/2016,12/14/2016,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,COVERAGE DISPUTE; WATER DAMAGE
144294,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Information Furnished; Question of Fact,8/4/2016,12/19/2016,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
144305,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Denial Of Claim,No,Claim Settled; Additional Monies Received,8/17/2016,1/4/2017,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
144362,State Farm Mutual Automobile Insurance Company,Attorney,Delays (Claims Handling); Liability Dispute,No,Additional Payment Expected,8/8/2016,12/27/2016,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; COVERAGE DISPUTE
144512,State Farm Mutual Automobile Insurance Company,Insured,Cancellation; Post-Claim Underwriting,Yes,Cancellation Withdrawn,8/10/2016,12/21/2016,Property and Casualty,Automobile,Individual Private Pass,Associated Agent,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
144545,State Farm Lloyds,Consumer (Non-Insured),Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Monies Received,8/18/2016,1/4/2017,Property and Casualty,Homeowners,Homeowners,Adjuster; Associated Subject Person; Correspondent Person; Insured,3105,Ins Co - Licensed/Active,Organization,ORG,ACV; ADJUSTER'S HANDLING; GR-Claim Evaluation
144658,State Farm Mutual Automobile Insurance Company,Third Party,Denial Of Claim; Liability Dispute,No,Company Position Upheld; Question of Fact,8/18/2016,10/21/2016,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation
144817,State Farm Mutual Automobile Insurance Company,Insured,Premium and Rating,No,Information Furnished,8/22/2016,1/5/2017,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
144831,State Farm Mutual Automobile Insurance Company,Insured,Delays (Policyholder Service); Refund Of Premium,No,Premium Refunded,8/22/2016,1/9/2017,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,
144865,State Farm Lloyds,Insured,Premium and Rating,No,Information Furnished,5/16/2016,8/22/2016,Property and Casualty,Homeowners,Homeowners,Associated Agent,3105,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
144906,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected,8/22/2016,1/6/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Associated Subject Company; Portal - Agency; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
145000,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Information Furnished,8/22/2016,1/9/2017,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE; GR-Claim Evaluation
145023,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Claim Settled; Record Only,8/9/2016,12/13/2016,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
145052,State Farm Lloyds,Relative,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected,8/3/2016,12/22/2016,Property and Casualty,Homeowners,Homeowners,Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
145087,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected; Contract Language/Legal Issue,8/10/2016,12/29/2016,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; AFTERMARKET PARTS; LIEN; LOSS OF USE; REPAIR CHOICE; SUPPLEMENTARY PAYMENT
145171,State Farm Lloyds,Insured,Agent Handling; Cancellation; Delays (Policyholder Service); Refund Of Premium,No,Information Furnished; Question of Fact,8/23/2016,1/10/2017,Property and Casualty,Homeowners,Homeowners,Associated Agent; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
145257,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Claim Settled; Complainant Retained Attorney,8/18/2016,1/4/2017,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation
145262,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected; Contract Language/Legal Issue,8/23/2016,1/18/2017,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ACV; ADJUSTER'S HANDLING; GR-Claim Evaluation; SUBROGATION; TOTAL LOSS
145388,State Farm Mutual Automobile Insurance Company,Other,Cust Service Claim Handling; Delays (Claims Handling),Yes,Additional Payment Expected,8/24/2016,1/16/2017,Property and Casualty,Automobile,Individual Private Pass,Correspondent Person; Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,ORG,REPAIR CHOICE
145484,State Farm Lloyds,Insured,Denial Of Claim,No,Contract Language/Legal Issue,8/24/2016,1/13/2017,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,COVERAGE DISPUTE
145564,State Farm Mutual Automobile Insurance Company,Lienholder,Unsatisfactory Settle/Offer,No,Contract Language/Legal Issue,8/25/2016,4/26/2017,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Correspondent Person; Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; LIEN
145592,State Farm Mutual Automobile Insurance Company,Insured,Delays (Claims Handling); Unsatisfactory Settle/Offer,Yes,Claim Settled,8/25/2016,1/10/2017,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,GR-Claim Evaluation; TOTAL LOSS
145641,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Denial Of Claim; Post-Claim Underwriting; Pre-Existing Condition,No,Cancel/Non-Renewal Upheld; Company Position Upheld; Contract Language/Legal Issue,8/25/2016,5/19/2017,"Life, Accident and Health",Accident and Health,Individual A & H,Associated Agent; Portal - Agency; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,COVERAGE DISPUTE; GR-Claim Evaluation; POLICY EXCLUSION
145657,State Farm Lloyds,Insured,Non-Renewal,No,Company Position Upheld; Contract Language/Legal Issue,8/25/2016,1/6/2017,Property and Casualty,Homeowners,Homeowners,Associated Agent; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
145770,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Contract Language/Legal Issue,8/26/2016,2/6/2017,Property and Casualty,Homeowners,Condominium,Adjuster; Associated Agent; Associated Subject Agency; Portal - Agency; Portal - Agent/Adjuster; Portal - Company; Portal - Insured; Portal - Other Company,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
145784,State Farm Life Insurance Company,Relative,Cancellation; Delays (Policyholder Service); Delays (Underwriting),No,Information Furnished; Contract Language/Legal Issue,8/26/2016,5/19/2017,"Life, Accident and Health",Life & Annuity,Individual Life,Associated Agent; Insured; Portal - Agent/Adjuster; Portal - Insured,1509,Ins Co - Licensed/Active,Organization,INDV,COVERAGE DISPUTE; RESCISSION
145809,State Farm Lloyds,Insured,Delays (Claims Handling); Denial Of Claim,Yes,Question of Fact; Additional Monies Received,8/29/2016,1/18/2017,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; ROOF
145820,State Farm Mutual Automobile Insurance Company,Insured,Denial Of Claim,No,Question of Fact,8/29/2016,1/11/2017,Property and Casualty,Automobile,Mobile Owners,Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; HAIL
145960,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),Yes,Claim Settled,8/17/2016,1/4/2017,Property and Casualty,Automobile,Business Automobile,Adjuster; Insured Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation
145974,State Farm Mutual Automobile Insurance Company,Consumer (Non-Insured),Assignment of Benefits; Delays (Claims Handling),No,Claim Settled,8/17/2016,1/3/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Correspondent Person; Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING
145980,State Farm Mutual Automobile Insurance Company,Lienholder,Delays (Claims Handling),No,Additional Monies Received; Claim Settled,8/29/2016,1/17/2017,Property and Casualty,Automobile,Individual Private Pass,Correspondent Person; Insured; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; GR-Claim Evaluation; TOTAL LOSS
146008,State Farm Mutual Automobile Insurance Company,Consumer (Non-Insured),Assignment of Benefits; Delays (Claims Handling),No,Additional Monies Received,8/18/2016,1/4/2017,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Correspondent Person; Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING
146015,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Claim Settled,8/19/2016,1/6/2017,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,DEPRECIATION
146027,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Monies Received; Claim Settled,8/22/2016,1/5/2017,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
146077,State Farm Mutual Automobile Insurance Company,Third Party,Denial Of Claim,No,Information Furnished,8/30/2016,1/11/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster,1510,Ins Co - Licensed/Active,Organization,INDV,GR-Claim Evaluation
146085,State Farm Mutual Automobile Insurance Company,Insured,Endorsement / Rider; Notice Requirements; Other,No,Contract Language/Legal Issue,8/22/2016,1/5/2017,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
146093,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Denial Of Claim,Yes,Question of Fact,8/22/2016,1/5/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
146131,State Farm Lloyds,Insured,Denial Of Claim,No,Question of Fact,8/22/2016,1/6/2017,Property and Casualty,Homeowners,Homeowners,Associated Agent,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; HAIL; ROOF
146142,State Farm Mutual Automobile Insurance Company,Insured,Non-Renewal,No,Company Position Upheld; Information Furnished,8/30/2016,1/12/2017,Property and Casualty,Automobile,Individual Private Pass,Spouse,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
146144,State Farm Mutual Automobile Insurance Company,Insured,Post-Claim Underwriting,No,Insufficient Information,8/22/2016,10/5/2016,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; UNDERWRITING CRITERIA
146155,State Farm Mutual Automobile Insurance Company,Attorney,Delays (Claims Handling),Yes,Complainant Retained Attorney; Additional Payment Expected,8/30/2016,1/12/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster; Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
146181,State Farm Mutual Automobile Insurance Company,Insured,Non-Renewal,No,Contract Language/Legal Issue,8/30/2016,1/12/2017,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
146198,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Unsatisfactory Settle/Offer,Yes,Additional Monies Received; Information Furnished; Claim Settled,8/30/2016,1/25/2017,Property and Casualty,Automobile,Individual Private Pass,Adjuster,1510,Ins Co - Licensed/Active,Organization,INDV,DAMAGE DISPUTE; GR-Claim Evaluation
146223,State Farm Mutual Automobile Insurance Company,Insured,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Contract Language/Legal Issue,8/23/2016,1/13/2017,Property and Casualty,Automobile,Business Automobile,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
146255,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Contract Language/Legal Issue; Complainant Retained Attorney,8/31/2016,1/17/2017,Property and Casualty,Homeowners,Homeowners,Adjuster; Associated Agent,3105,Ins Co - Licensed/Active,Organization,INDV,GR-Claim Evaluation
